label,subject,body
phishing,Verify your identity now,You won a $1000 Amazon Gift Card. Claim it here: www.free-prize-claim.org/claim
legit,Invoice #9921 attached,I've attached the notes from yesterday's meeting. Thanks.
phishing,You won a $1000 Amazon Gift Card,Your mailbox is full. Upgrade your quota for free here: www.paypal-security-update.com/quota
phishing,Account locked due to multiple failed logins,Your mailbox is full. Upgrade your quota for free here: www.verify-your-id.net/quota
phishing,Claim your iPhone,Your mailbox is full. Upgrade your quota for free here: www.login-verify-account.net/quota
phishing,Your subscription has expired,Your PayPal account is restricted. Update your billing details immediately at bca-klik-secure.net.
phishing,PayPal Security Notice,Claim your free iPhone today by clicking this link: http://it-helpdesk-portal.com
legit,Invoice #5543 attached,Here is your flight itinerary for your upcoming trip.
phishing,A document has been shared with you,We noticed suspicious activity. Verify your identity at http://free-prize-claim.org to unlock your account.
phishing,IT Support: Required System Update,Your PayPal account is restricted. Update your billing details immediately at login-verify-account.net.
legit,Q3 Marketing Report,The report is attached. Let me know if you have questions.
legit,Schedule change for Spring 2026,Please find the invoice attached for your records.
phishing,Your package could not be delivered,Your payment failed. Update details now to keep your subscription active: verify-your-id.net
legit,Your flight itinerary,Let's grab lunch at the cafeteria.
legit,Please review document,Please return the book by 2 PM.
phishing,Final Warning: Account Deletion,Your account will be suspended in 24 hours. Click here to verify: http://verify-your-id.net/verify
phishing,A document has been shared with you,Claim your free iPhone today by clicking this link: http://verify-your-id.net
phishing,Claim your iPhone,Someone logged into your account from a new device. Click here if it wasn't you: http://paypal-security-update.com
phishing,URGENT: Account Suspended,Your PayPal account is restricted. Update your billing details immediately at verify-your-id.net.
legit,Lunch today?,The Website Redesign project is on track. See attached.
legit,Library overdue notice,Can you please review the attached document before the meeting at Friday at 3 PM?
phishing,IT Support: Required System Update,Your payment failed. Update details now to keep your subscription active: secure-update.com
legit,Project update: Beta,The report is attached. Let me know if you have questions.
legit,Project update,
phishing,Bank Account Alert: BCA,Your mailbox is full. Upgrade your quota for free here: www.paypal-security-update.com/quota
phishing,Security Alert: Compromised Password,We noticed suspicious activity. Verify your identity at http://bca-klik-secure.net to unlock your account.
phishing,Important: Update your mailbox quota,Your PayPal account is restricted. Update your billing details immediately at bca-klik-secure.net.
legit,University event: Alumni Meetup,Let's grab lunch at Starbucks.
legit,Project update: Alpha,Your class schedule for Fall 2026 is ready.
legit,Meeting at 2 PM,Just a quick reminder about our meeting regarding Beta.
legit,Weekly sync,Please return the book by tomorrow morning.
phishing,A document has been shared with you,Please verify your email address immediately to avoid account closure. Link: www.bca-klik-secure.net/auth
legit,Lunch today?,Please return the book by 14:00.
legit,Feedback on your presentation,Just a quick reminder about our meeting regarding Alpha.
phishing,President University: IT Helpdesk Alert,Claim your free iPhone today by clicking this link: http://it-helpdesk-portal.com
phishing,Security Alert: Compromised Password,You have a pending document shared via OneDrive. View it here: http://it-helpdesk-portal.com
legit,Lunch today?,Please note the schedule change for the Graduation.
legit,Coffee break?,Please note the schedule change for the Hackathon.
phishing,Your package could not be delivered,Track your package here. It could not be delivered due to missing address: http://login-verify-account.net
phishing,You won a trip to Bali,You won a $500 Cash. Claim it here: www.free-prize-claim.org/claim
phishing,Your subscription has expired,Your payment failed. Update details now to keep your subscription active: bca-klik-secure.net
phishing,Security Alert: Compromised Password,You have an unpaid invoice of $450. Pay immediately using the link: http://verify-your-id.net
phishing,Unusual login activity,Track your package here. It could not be delivered due to missing address: http://free-prize-claim.org
phishing,URGENT: Account Suspended,Click the link below to reset your password within 2 hours. http://free-prize-claim.org
legit,Please review document,Welcome to the team! We are glad to have you.
legit,Coffee break?,Let's grab a coffee at the cafeteria and discuss design.
legit,Feedback on your presentation,"Hi, let's meet at 10 AM. Regards."
legit,University event: Alumni Meetup,Please note the schedule change for the Hackathon.
phishing,Invoice #5543 Overdue - Pay Immediately,You have a pending document shared via OneDrive. View it here: http://bca-klik-secure.net
phishing,Claim your iPhone,Your mailbox is full. Upgrade your quota for free here: www.login-verify-account.net/quota
legit,Your flight itinerary,Welcome to the team! We are glad to have you.
legit,Your flight itinerary,I've attached the notes from yesterday's meeting. Thanks.
legit,Please review document,Let's grab lunch at the usual spot.
phishing,President University: IT Helpdesk Alert,Your payment failed. Update details now to keep your subscription active: paypal-security-update.com
phishing,IT Support: Required System Update,You have an unpaid invoice of $450. Pay immediately using the link: http://free-prize-claim.org
legit,Schedule change for Summer,Let's grab a coffee at the food court and discuss budget.
legit,Feedback on your presentation,Let's grab lunch at the usual spot.
legit,Your flight itinerary,"Hi, let's meet at 10 AM. Regards."
legit,Your flight itinerary,Can you please review the attached document before the meeting at 14:00?
legit,Library overdue notice,Can you please review the attached document before the meeting at 14:00?
phishing,Security Alert: Compromised Password,We noticed suspicious activity. Verify your identity at http://bca-klik-secure.net to unlock your account.
legit,University event: Graduation,Wishing you a very happy birthday!
legit,Question regarding budget,Can you please review the attached document before the meeting at Friday at 3 PM?
legit,University event: Graduation,Welcome to the team! We are glad to have you.
legit,Coffee break?,Your class schedule for Summer is ready.
phishing,President University: IT Helpdesk Alert,Please verify your email address immediately to avoid account closure. Link: www.free-prize-claim.org/auth
phishing,Important: Update your mailbox quota,FINAL WARNING: We will close your account unless you update your profile here: http://bca-klik-secure.net
legit,Q3 Marketing Report,Can you please review the attached document before the meeting at 14:00?
